Author,Author-New
belle meyers,belle meyers
carolina garcia-aguilera,carolina garcia-aguilera
lynne bradbury,lynne bradbury
dwight whitsett,dwight whitsett
patricia reif,patricia reif
o'neill mary,o'neill mary
andrew meier,meier
janette higgins,janette higgins
kate decker,kate decker
jack lo,jack lo
marcia starck,marcia starck
emery toncrã©,emery toncrã©
christopher mcgowan,christopher mcgowan
ilse weber,ilse weber
parents magazine,parents magazine
carl warren,carl warren
enoch waters,enoch waters
gertrude besserwisser,gertrude besserwisser
brett blumfield,brett blumfield
alida brill,alida brill
robert cormier,robert cormier
marina haan,marina haan
i.m. peeved,i.m. peeved
joseph cardillo,joseph cardillo
alan brauer,alan brauer
len gutman,len gutman
robert binder,robert binder
bjo trimble,bjo trimble
mark steel,mark steel
cynthia thayer,cynthia thayer
martha stearn,martha stearn
maurice dantec,maurice dantec
r. huttmann,r. huttmann
michael merchant,michael merchant
dale banks,dale banks
sheldon cheney,sheldon cheney
david shibley,david shibley
lynda madison,lynda madison
ann ferrar,ann ferrar
denis,denis
david nokes,david nokes
a. romanov,a. romanov
patricia martin,patricia martin
eidth forbes,eidth forbes
michael nichols,michael nichols
david demola,david demola
maan meyers,maan meyers
jade lee,jade lee
james stockton,james stockton
karuna poole,karuna poole
g. viddler,g. viddler
sherri browning,sherri browning
dept. of health and human services,dept. of health and human services
susan ring,susan ring
sandra gilbert,sandra gilbert
james calder,james calder
nancy diggs,nancy diggs
follett,follett
caroline casey,caroline casey
jã?â¼rgen seidel,jã?â¼rgen seidel
helen epstein,helen epstein
caroline hill-trevor,caroline hill-trevor
isabelle chang,isabelle chang
roger hunt,roger hunt
margaret hennig,margaret hennig
michael ventura,michael ventura
iris krasnow,iris krasnow
saundra hybels,saundra hybels
dee lillegard,dee lillegard
muriel whitaker,muriel whitaker
anthony wilhelm,anthony wilhelm
e.m. beekman,e.m. beekman
fabio giovannini,fabio giovannini
dia hunter,dia hunter
marya amig,marya amig
elane durham,elane durham
vicki bigham,vicki bigham
alan dershowitz,alan dershowitz
lauren steinhauer,lauren steinhauer
nora clarke,nora clarke
juliann sivulka,juliann sivulka
audrey smith,audrey smith
cindy brandner,cindy brandner
marilynn robinson,marilynn robinson
ruth malone,ruth malone
corpus barga,corpus barga
thã©odore monod,thã©odore monod
debbie danowski,debbie danowski
elisa carbone,elisa carbone
elijah anderson,elijah anderson
karl greenfeld,karl greenfeld
charlene weir,charlene weir
frederick ponsonby,frederick ponsonby
don gayton,don gayton
karin lowachee,karin lowachee
h. ripley,h. ripley
s.vere benson,s.vere benson
jim cymbala,jim cymbala
charlotte voake,charlotte voake
gary oliver,gary oliver
nick corcodilos,nick corcodilos
christine graf,christine craft
james howe,james howe
elizabeth hollinger,elizabeth hollinger
l. hamey,l. hamey
elizabeth levin,elizabeth levin
denise brinig,denise brinig
george beal,george beal
mary lawrence,mary lawrence
sally sampson,sally sampson
david hollis,david hollis
malcolm shaw,malcolm shaw
terence conran,terence conran
ray oldenburg,ray oldenburg
david odhiambo,david odhiambo
kellie. conforth,kellie. conforth
alice steinbach,alice steinbach
nancy sparling,nancy sparling
rebecca lee,rebecca lee
deborah guarino,deborah guarino
katy calcott,katy calcott
robert hollings,robert hollings
allen mendler,allen mendler
renny darling,renny darling
malia martin,malia martin
sibylle jargstorf,sibylle jargstorf
jane leggett,jane leggett
bolesâ±aw michaâ±ek,bolesâ±aw michaâ±ek
lucille penner,lucille penner
f. davies,f. davies
margaret embry,margaret embry
faye moskowitz,faye moskowitz
barclay cooke,barclay cooke
stephen wunderli,stephen wunderli
jennifer raymond,jennifer raymond
peter wallenstein,peter wallenstein
richard collin,richard collin
randall ware,randall ware
keith mccarthy,keith mccarthy
colin bord,colin bord
sam walton,sam walton
melanie donovan,melanie donovan
stephen hall,stephen hall
john farris,john
richard neustadt,richard neustadt
hugh brogan,hugh brogan
e konigsburg,e konigsburg
joseph williams,joseph williams
joni prittie,joni prittie
peter medoff,peter medoff
craig john&spector,john
forrest barker,forrest barker
dennis anderson,dennis anderson
garth stein,garth stein
dana carpender,dana carpender
florida scott-maxwell,florida scott-maxwell
natalie robins,natalie robins
karen o'brien,karen o'brien
m. gira,m. gira
alice dark,alice dark
jack newcombe,jack newcombe
charles van over,charles van over
robert a,robert a
walter benjamin,walter benjamin
jacqueline simenauer,jacqueline simenauer
phil brucato,phil brucato
martha smock,martha smock
eda leshan,eda leshan
andre,andre
ingvar soderskog,ingvar soderskog
montaigne,montaigne
becky amble,becky amble
steinbeck john,john
britt allcroft,britt allcroft
twila knaack,twila knaack
chris charlesworth,chris charlesworth
helen bianchin,helen bianchin
ruth duthie,ruth duthie
jacob holdt,jacob holdt
hugh trevor-roper,hugh trevor-roper
donna-marie pye,donna-marie pye
frann harris,frann harris
chretien,chretien
ronald finucane,ronald finucane
alan gemmell,alan gemmell
amanda platell,amanda platell
sara corbett,sara corbett
judith gilford,judith gilford
philip jackson,philip jackson
ph.d. caldwell,ph.d. caldwell
ann hornaday,ann hornaday
john fogarty,john
richard c.,richard c.
norma davidson,norma davidson
sarah schlesinger,sarah schlesinger
francoise balibar,francoise balibar
james silke,james silke
eldridge cleaver,eldridge cleaver
alison croggon,alison croggon
lawrence gitman,lawrence gitman
robert o'neill,robert o'neill
f wilson,f wilson
michael waldman,michael waldman
christopher hein,christopher hein
trudy govier,trudy govier
scoular anderson,scoular anderson
elliott hester,elliott hester
sara craven,sara craven
eric harvey,eric harvey
salah el-ghobashy,salah el-ghobashy
laura corn,laura corn
anne henry,anne henry
klaper,klaper
brenda joyce,brenda joyce
barbara rollin,barbara rollin
libby sydes,libby sydes
peter schmidt,peter schmidt
misty taggart,misty taggart
cynthia worby,cynthia worby
barbara thrash,barbara thrash
chris hunt,chris hunt
rachel cohn,rachel cohn
b.j. jones,b.j. jones
escarpit,escarpit
sidney shore,sidney shore
peter matthiessen,peter matthiessen
mari messer,mari messer
paul. hersey,paul. hersey
sue wright,sue wright
elaine svenonius,elaine svenonius
joseph ward,joseph ward
richard etulain,richard etulain
j.l. carr,j.l. carr
carol bowen,carol bowen
lind stahl,lind
wayne grady,wayne grady
suzanne st albans,suzanne st albans
selchow company,selchow company
gilbert sinouã?â©,gilbert sinouã?â©
neil taylor,neil taylor
elizabeth winfrey,elizabeth winfrey
ana shua,ana shua
g.robert carlsen,g.robert carlsen
sheri brownrigg,sheri brownrigg
patricia mathews,patricia mathews
virginia kidd,virginia kidd
knut hamsun,knut hamsun
betsy stowe,betsy stowe
m. shipman,m. shipman
kate armpriester,kate armpriester
lee salk,lee salk
sheila ballantyne,sheila ballantyne
michael paine,michael paine
wolfgang manekeller,wolfgang manekeller
claire bessant,claire bessant
patrick ahern,patrick ahern
gregg hill,gregg hill
shirley cook,shirley cook
mandy andress,mandy andress
becky tirabassi,becky tirabassi
eloisa james,eloisa james
armando valladares,armando valladares
claire nahmad,claire nahmad
george adams,george adams
jennifer gage,jennifer gage
jayne addison,jayne addison
peter manso,peter manso
t lindsay,t lindsay
philomena lynott,philomena lynott
nancy woodruff,nancy woodruff
judi missett,judi missett
doreen west,doreen west
lyn wilde,lyn wilde
mary burchell,mary burchell
marty knorre,marty knorre
christina chiu,christina chiu
min yee,min yee
james dekay,james dekay
richard franzen,richard franzen
robert tristani,robert tristani
jay garfield,jay garfield
beth lahickey,beth lahickey
randolph delehanty,randolph delehanty
john heaton,john
stephen metzger,stephen metzger
helen caldicott,helen caldicott
luz ibarra,luz ibarra
kenneth mcnaught,kenneth mcnaught
emily hendrickson,emily hendrickson
enid blyton,enid blyton
erika douglas,erika douglas
tom carhart,tom carhart
john stalker,john
candida fraze,candida fraze
william greenough,william greenough
jerry raine,jerry raine
julian bowsher,julian bowsher
robert gandt,robert gandt
homer davidson,homer davidson
patricia henley,patricia henley
julia cameron,julia cameron
mark sanders,mark sanderson
m. power,m. power
gary mcclain,gary mcclain
ruslan ngah,ruslan ngah
hyemyohsts storm,hyemyohsts storm
rosemarie stefanou,rosemarie stefanou
mark sportack,mark sportack
casey kait,casey kait
steve cummings,steve cummings
robert sibson,robert sibson
russell thorndyke,russell thorndyke
pushalong book,pushalong book
charles siebert,charles siebert
kevin murphy,kevin murphy
william quick,william quick
michael erlewine,michael erlewine
michael riordan,michael riordan
rochelle ratner,rochelle ratner
denis girard,denis
brouillet,brouillet
linda lyle,linda lyle
jack olesker,jack olesker
alvaro pombo,alvaro pombo
john skinner,john
david seabury,david seabury
nicola marsh,nicola marsh
lee daniels,daniels
georgelle hirliman,georgelle hirliman
elisabeth eide,elisabeth eide
adair,robert adair
ursula goodenough,ursula goodenough
helmut spanner,helmut spanner
david cooper,david cooper
carol allen,carol allen
melissa senate,melissa senate
beryl crane,beryl crane
mary tatem,mary tatem
ann danzig,ann danzig
joseph goulden,joseph goulden
lucas,lucas
thomas ricks,thomas thomas
allana baroni,allana baroni
paul bernstein,paul bernstein
martina navratilova,martina navratilova
universe co,universe co
zelinger,zelinger
felicia law,felicia law
suzanne falkiner,suzanne falkiner
leonard shlain,leonard shlain
w. biven,w. biven
matt novak,matt novak
robert randall,robert randall
fred albert,fred albert
don snyder,don snyder
antanas sileika,antanas sileika
elizabeth flock,elizabeth flock
bruce boxleitner,bruce boxleitner
peg sutherland,peg sutherland
roger tabor,roger tabor
wilbur cross,cross
robert redfield,robert redfield
raymond storey,raymond storey
edwin muir,edwin muir
paulette callen,paulette callen
sandra hoffmann,sandra hoffmann
irving abella,irving abella
mo budlong,mo budlong
m. macfarlane,m. macfarlane
bill harp,bill harp
scott carrier,scott carrier
thomas de hartmann,thomas thomas
robert horst,robert horst
dale van every,dale van every
james landis,james landis
laura shapiro,laura shapiro
j. zornado,j. zornado
joe trippi,joe trippi
patrick raynal,patrick raynal
john bellairs,john
motors corporation,motors corporation
pat rodegast,pat rodegast
therese,therese
stifter,stifter
pamela jakel,pamela jakel
douglas brode,douglas brode
werner ross,werner ross
marilyn jordan,marilyn jordan
jake mcmasters,jake mcmasters
harry price,harry price
salvatore caputo,salvatore caputo
wanda owen,wanda owen
susan wells,susan wells
miller williams,miller williams
linda francke,linda francke
michaela muntean,michaela muntean
nan richardson,nan richardson
arthur herzog,arthur herzog
r. herrman,r. herrman
laurin wittig,laurin wittig
hugo marsan,hugo marsan
lucile davis,lucile davis
catherine rae,catherine rae
martin weinberg,martin weinberg
peter meyer,meyer
anne robins,anne robins
janine amos,janine amos
chen zhaoguang,chen zhaoguang
neil warren,neil warren
christopher hallowell,christopher hallowell
stephanie simpson-woods,stephanie simpson-woods
evan schwartz,evan schwartz
joel rose,joel rose
gary eldred,gary eldred
karen johnson,karen johnson
graham scholes,graham scholes
sylvia chalker,sylvia chalker
chris bird,chris bird
ray beeson,ray beeson
anne logan,anne logan
gigi lane,gigi lane
ketcham,ketcham
ingeborg weber,ingeborg weber
colin shaw,colin shaw
kjell sandved,kjell sandved
hugh mccullum,hugh mccullum
e. peers,e. peers
dianne woo,dianne woo
kyle maclachlan,kyle maclachlan
john biggs-davison,john
terence thornton,terence thornton
jim mortimore,jim mortimore
stephen pettitt,stephen pettitt
camilla bittle,camilla bittle
christine de rivoyre,christine de rivoyre
donna tartt,donna tartt
helene tursten,helene tursten
shirley hazzard,shirley hazzard
r. campbell,r. campbell
tony levy,tony levy
john akeroyd,john
inazo nitobe,inazo nitobe
gurney,gurney
tony curtis,tony curtis
william johnstone,william johnstone
ryszard ziemak,ryszard ziemak
carol kern,carol kern
clive giboire,clive giboire
d. hessayon,d. hessayon
j. gregson,j. gregson
sandy jones,sandy jones
ann patchett,ann patchett
noel-anne brennan,noel-anne brennan
david parlett,david parlett
bill buford,bill ford
nelly delay,nelly delay
hertzan chimera,hertzan chimera
amo sulaiman,amo sulaiman
serge schmemann,serge schmemann
chris horrocks,chris horrocks
stephen montgomery,stephen montgomery
lewis davies,lewis davies
bali rai,bali rai
carol rittner,carol rittner
alfonso ussa,alfonso ussa
aljean harmetz,aljean harmetz
courtney rubin,courtney rubin
peter rawlinson,peter rawlinson
nicola bayley,nicola bayley
william crampton,william crampton
herbert hendin,herbert hendin
"sandra lett""","sandra lett"""
janet smith,janet smith
sue peters,sue peters
hilaire walden,hilaire walden
bill devall,bill devall
carl yeager,carl yeager
james kidman,james kidman
anonyme,anonyme
alister kershaw,alister kershaw
john maxtone-graham,john
steven weinberg,steven weinberg
dee jepsen,dee jepsen
daniel sitarz,daniel sitarz
douglas kelley,douglas kelley
felix von luckner,felix von luckner
and gae col,and gae col
william cooke,william cooke
eberhard wormer,eberhard wormer
michael roizen,michael roizen
sam halpert,sam halpert
gina fields,gina fields
aleksander lwow,aleksander lwow
ronald brandt,ronald brandt
andrew cherlin,andrew cherlin
martin mcdonagh,martin mcdonagh
jill hauser,jill hauser
jana martin,jana martin
denevi,denevi
dennis hamley,dennis hamley
allen kurzweil,allen kurzweil
alan furst,alan furst
former simon,former simon
diane simon,diane simon
john douglas,john douglas
kelsey roberts,kelsey roberts
harvey silverglate,harvey silverglate
philip self,philip self
lauer,lauer
allen cherin,allen cherin
susan gallagher,susan gallagher
diane forley,diane forley
felicia andrews,felicia andrews
paul henley,paul henley
linda bennett,linda bennett
linda dannenberg,linda dannenberg
aislinn hunter,aislinn hunter
trina wiebe,trina wiebe
brian mcnaughton,brian mcnaughton
margaret sidney,margaret sidney
andrew ayton,andrew ayton
jennifer raison,jennifer raison
ted falcon,ted falcon
victoria nixon,victoria nixon
harvey greenberg,harvey greenberg
greg costikyan,greg costikyan
edward maruggi,edward maruggi
coleen reece,coleen reece
lisa isherwood,lisa isherwood
marks,marks
joanne malone,joanne malone
william jovanovich,william jovanovich
jane delynn,jane delynn
marco lodoli,marco lodoli
aliza sherman,aliza sherman
eleanore devine,eleanore devine
steve chalke,steve chalke
clive james,clive james
abel laxamana,abel laxamana
martin sugarman,martin sugarman
joy nagy,joy nagy
douglas gantenbein,douglas gantenbein
jim jubak,jim jubak
dixie mckeone,dixie mckeone
jason lammons,jason lammons
john randall,john randall
leonard felder,leonard felder
ping-ying hsieh,ping-ying hsieh
robert carringer,robert carringer
sheila pickles,sheila pickles
joel rosenberg,joel rosenberg
carl mehling,carl mehling
christine rimmer,christine rimmer
laura gibbs,laura gibbs
robert caswell,robert caswell
jim holobaugh,jim holobaugh
ann justice,ann justice
dale. pollock,dale. pollock
macmanus,macmanus
michele matossian,michele matossian
christopher fowler,christopher fowler
frances judd,frances judd
c. rubon,c. rubon
thylias moss,thylias moss
maynard amerine,maynard amerine
